sexo,qtd_filhos,tipo_renda_assalariado,tipo_renda_servidor_publico,educacao_secundario,educacao_superior_incompleto,estado_civil_casado,estado_civil_solteiro,idade,tempo_emprego,qt_pessoas_residencia,predicted_income,credit_limit,card_class,loan_granted
1,0,1,0,1,0,0,0,25,3.32054794520548,2.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,1,0,62,,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,0,1,0,35,6.263013698630138,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,30,5.216438356164384,2.0,3521.75081922017,6000,gold,36000
1,0,0,0,0,0,1,0,58,,2.0,4827.252950138516,6000,gold,36000
1,0,1,0,1,0,1,0,29,3.684931506849315,2.0,4827.252950138516,6000,gold,36000
1,0,0,0,1,0,0,1,28,1.0986301369863014,1.0,4827.252950138516,6000,gold,36000
1,0,1,0,0,1,1,0,24,6.032876712328767,2.0,8037.628646934461,15000,black,72000
0,1,0,1,0,0,1,0,38,6.849315068493151,3.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,28,1.5452054794520549,2.0,2816.7353803975325,6000,gold,36000
0,0,1,0,1,0,1,0,49,18.06575342465753,2.0,8336.886324503303,15000,black,72000
1,2,1,0,1,0,1,0,40,13.641095890410964,4.0,15802.01258793967,unlimited,black,150000
1,2,0,0,0,0,1,0,34,2.4219178082191783,4.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,1,0,44,1.8465753424657527,2.0,2816.7353803975325,6000,gold,36000
0,0,0,0,1,0,0,0,62,,1.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,53,14.446575342465753,2.0,6118.0007082153,8500,platinum,54000
0,0,0,0,1,0,0,0,67,,2.0,3521.75081922017,6000,gold,36000
1,2,0,0,1,0,1,0,46,,4.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,1,0,64,,2.0,3521.75081922017,6000,gold,36000
1,1,0,0,1,0,1,0,42,,3.0,4827.252950138516,6000,gold,36000
0,1,1,0,0,0,0,0,33,14.69041095890411,3.0,5063.104048582998,8500,platinum,54000
1,0,1,0,0,1,1,0,50,3.441095890410959,2.0,4827.252950138516,6000,gold,36000
0,0,1,0,1,0,1,0,49,8.123287671232879,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,0,1,0,29,10.142465753424656,2.0,3521.75081922017,6000,gold,36000
0,1,0,0,0,0,1,0,39,3.6301369863013697,3.0,3521.75081922017,6000,gold,36000
0,1,1,0,0,0,0,0,33,14.69041095890411,3.0,5063.104048582998,8500,platinum,54000
0,2,1,0,1,0,1,0,43,17.087671232876712,4.0,25471.486666666664,unlimited,black,150000
0,0,1,0,1,0,0,0,49,24.301369863013697,1.0,8336.886324503303,15000,black,72000
0,0,1,0,1,0,1,0,27,5.665753424657535,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,42,2.1095890410958904,2.0,2816.7353803975325,6000,gold,36000
0,1,0,1,0,1,0,0,29,9.780821917808217,3.0,3521.75081922017,6000,gold,36000
0,1,1,0,1,0,1,0,29,0.3479452054794521,3.0,2816.7353803975325,6000,gold,36000
0,0,0,0,1,0,0,0,57,,1.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,0,0,53,3.06027397260274,1.0,2816.7353803975325,6000,gold,36000
0,0,0,0,1,0,0,0,62,,1.0,3521.75081922017,6000,gold,36000
1,3,1,0,1,0,1,0,27,9.52054794520548,5.0,10744.083531914897,20000,black,100000
0,0,1,0,1,0,1,0,53,11.134246575342466,2.0,5063.104048582998,8500,platinum,54000
0,0,0,0,0,0,1,0,61,,2.0,3521.75081922017,6000,gold,36000
1,0,0,0,1,0,1,0,32,3.1890410958904107,2.0,4827.252950138516,6000,gold,36000
0,0,1,0,1,0,0,1,36,7.471232876712329,1.0,3521.75081922017,6000,gold,36000
1,0,0,0,1,0,1,0,63,,2.0,4827.252950138516,6000,gold,36000
0,0,1,0,1,0,0,1,37,0.2602739726027397,1.0,2816.7353803975325,6000,gold,36000
1,0,1,0,1,0,0,1,36,1.4657534246575343,1.0,4827.252950138516,6000,gold,36000
0,0,1,0,1,0,1,0,42,0.7753424657534247,2.0,2816.7353803975325,6000,gold,36000
0,2,1,0,1,0,1,0,41,18.846575342465755,4.0,8336.886324503303,15000,black,72000
0,1,0,0,1,0,1,0,42,6.7972602739726025,3.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,0,0,58,,1.0,3521.75081922017,6000,gold,36000
1,0,1,0,0,0,1,0,47,7.912328767123287,2.0,8037.628646934461,15000,black,72000
0,1,1,0,1,0,1,0,45,19.06575342465753,3.0,8336.886324503303,15000,black,72000
0,0,1,0,1,0,1,0,52,3.3369863013698637,2.0,2816.7353803975325,6000,gold,36000
0,0,1,0,1,0,0,0,57,11.835616438356164,1.0,5063.104048582998,8500,platinum,54000
1,2,1,0,1,0,1,0,38,2.8109589041095893,4.0,4827.252950138516,6000,gold,36000
0,0,1,0,0,0,1,0,37,9.6,2.0,3521.75081922017,6000,gold,36000
1,1,1,0,1,0,1,0,23,2.38082191780822,3.0,4827.252950138516,6000,gold,36000
0,0,0,0,0,0,1,0,58,,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,59,,2.0,3521.75081922017,6000,gold,36000
0,1,1,0,1,0,1,0,31,4.597260273972604,3.0,3521.75081922017,6000,gold,36000
0,1,1,0,1,0,1,0,38,15.232876712328768,3.0,5063.104048582998,8500,platinum,54000
0,0,1,0,1,0,1,0,44,4.049315068493152,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,60,39.824657534246576,2.0,17228.385428571433,unlimited,black,150000
0,0,0,0,1,0,1,0,46,2.5342465753424657,2.0,2816.7353803975325,6000,gold,36000
1,1,0,0,1,0,1,0,44,2.7479452054794518,3.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,1,0,59,,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,0,1,0,36,7.249315068493152,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,60,,2.0,3521.75081922017,6000,gold,36000
0,1,1,0,1,0,1,0,29,10.597260273972603,3.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,1,0,51,8.638356164383561,2.0,8037.628646934461,15000,black,72000
0,0,1,0,1,0,1,0,42,8.10684931506849,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,0,0,41,4.594520547945206,1.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,29,5.693150684931508,2.0,3521.75081922017,6000,gold,36000
1,0,1,0,0,0,1,0,45,18.926027397260277,2.0,38296.74249999999,unlimited,black,150000
0,1,1,0,0,0,1,0,29,8.665753424657536,3.0,3521.75081922017,6000,gold,36000
1,0,1,0,0,0,1,0,29,3.2191780821917813,2.0,4827.252950138516,6000,gold,36000
0,2,1,0,1,0,1,0,40,3.4547945205479453,4.0,3521.75081922017,6000,gold,36000
0,2,1,0,1,0,1,0,33,3.0465753424657533,4.0,2816.7353803975325,6000,gold,36000
0,1,1,0,1,0,1,0,41,23.736986301369864,3.0,8336.886324503303,15000,black,72000
1,0,1,0,1,0,1,0,53,8.89315068493151,2.0,8037.628646934461,15000,black,72000
0,0,0,0,0,1,1,0,47,6.4301369863013695,2.0,3521.75081922017,6000,gold,36000
1,0,1,0,0,0,0,0,27,9.3013698630137,2.0,10744.083531914897,20000,black,100000
0,0,1,0,0,0,1,0,27,4.608219178082192,2.0,3521.75081922017,6000,gold,36000
1,0,0,1,1,0,1,0,31,11.712328767123289,2.0,15802.01258793967,unlimited,black,150000
1,0,1,0,1,0,1,0,47,3.3835616438356166,2.0,4827.252950138516,6000,gold,36000
1,0,0,0,0,1,0,1,28,2.1780821917808217,1.0,4827.252950138516,6000,gold,36000
0,0,1,0,0,1,1,0,29,11.03835616438356,2.0,5063.104048582998,8500,platinum,54000
0,0,0,0,1,0,0,0,63,,1.0,3521.75081922017,6000,gold,36000
1,0,0,0,1,0,1,0,57,,2.0,4827.252950138516,6000,gold,36000
0,0,1,0,0,0,0,1,45,1.0328767123287672,1.0,2816.7353803975325,6000,gold,36000
0,0,0,0,1,0,0,0,57,,1.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,0,1,32,5.92876712328767,1.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,58,,2.0,3521.75081922017,6000,gold,36000
0,1,0,0,0,0,0,0,41,2.794520547945205,2.0,2816.7353803975325,6000,gold,36000
0,0,1,0,0,0,1,0,54,0.547945205479452,2.0,2816.7353803975325,6000,gold,36000
0,0,1,0,0,1,0,1,31,8.432876712328767,1.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,1,0,61,5.956164383561643,2.0,8037.628646934461,15000,black,72000
0,1,0,0,0,0,0,0,30,0.3671232876712329,3.0,2816.7353803975325,6000,gold,36000
0,0,1,0,1,0,1,0,64,1.2849315068493148,2.0,2816.7353803975325,6000,gold,36000
1,0,1,0,1,0,1,0,55,4.8054794520547945,2.0,8037.628646934461,15000,black,72000
0,0,1,0,1,0,1,0,54,10.926027397260272,2.0,5063.104048582998,8500,platinum,54000
0,0,1,0,1,0,1,0,44,4.049315068493152,2.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,0,0,39,17.402739726027402,1.0,21323.110512820513,unlimited,black,150000
1,1,0,0,1,0,0,0,34,5.767123287671232,1.0,8037.628646934461,15000,black,72000
0,0,0,0,0,0,1,0,57,,2.0,3521.75081922017,6000,gold,36000
0,0,0,1,0,0,0,0,52,5.219178082191782,1.0,3521.75081922017,6000,gold,36000
0,2,1,0,1,0,1,0,36,7.4520547945205475,4.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,1,0,35,13.96986301369863,2.0,6118.0007082153,8500,platinum,54000
0,0,0,0,0,0,0,0,56,,2.0,3521.75081922017,6000,gold,36000
0,1,1,0,0,0,1,0,58,39.65205479452055,3.0,17228.385428571433,unlimited,black,150000
0,1,1,0,1,0,1,0,47,3.8383561643835615,3.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,1,0,60,,2.0,3521.75081922017,6000,gold,36000
1,0,0,0,0,0,1,0,41,3.06027397260274,2.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,1,0,38,6.216438356164384,2.0,3521.75081922017,6000,gold,36000
0,1,0,1,0,0,1,0,42,11.726027397260276,3.0,6118.0007082153,8500,platinum,54000
1,1,1,0,1,0,0,0,39,8.884931506849314,3.0,8037.628646934461,15000,black,72000
1,2,1,0,1,0,1,0,36,1.7643835616438357,4.0,4827.252950138516,6000,gold,36000
0,1,1,0,1,0,1,0,52,3.8410958904109593,3.0,3521.75081922017,6000,gold,36000
1,0,0,1,1,0,1,0,39,0.8657534246575342,2.0,4827.252950138516,6000,gold,36000
1,2,0,0,0,0,1,0,40,0.6273972602739726,4.0,4827.252950138516,6000,gold,36000
0,0,1,0,1,0,1,0,45,3.6986301369863015,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,0,1,0,48,6.83013698630137,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,0,1,0,47,15.101369863013696,2.0,5063.104048582998,8500,platinum,54000
1,1,1,0,1,0,1,0,37,2.8164383561643835,3.0,4827.252950138516,6000,gold,36000
0,0,1,0,0,0,1,0,42,1.2684931506849315,2.0,2816.7353803975325,6000,gold,36000
1,0,0,0,0,0,1,0,26,0.5205479452054794,2.0,4827.252950138516,6000,gold,36000
0,0,1,0,1,0,1,0,51,11.413698630136984,2.0,5063.104048582998,8500,platinum,54000
0,1,0,1,0,0,1,0,42,11.726027397260276,3.0,6118.0007082153,8500,platinum,54000
0,0,0,1,1,0,0,0,54,16.06849315068493,1.0,6118.0007082153,8500,platinum,54000
1,0,1,0,1,0,1,0,35,2.512328767123288,2.0,4827.252950138516,6000,gold,36000
1,0,0,1,1,0,1,0,37,10.12054794520548,2.0,10744.083531914897,20000,black,100000
0,0,1,0,1,0,1,0,42,1.7671232876712328,2.0,2816.7353803975325,6000,gold,36000
0,0,1,0,1,0,0,0,51,27.03013698630137,1.0,8336.886324503303,15000,black,72000
1,0,1,0,1,0,1,0,49,0.547945205479452,2.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,0,0,54,,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,32,6.767123287671232,2.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,1,0,51,32.61917808219178,2.0,58958.307777777765,unlimited,black,150000
0,1,1,0,0,0,0,0,36,12.183561643835615,2.0,5063.104048582998,8500,platinum,54000
0,2,1,0,1,0,1,0,37,4.635616438356164,4.0,3521.75081922017,6000,gold,36000
1,0,1,0,0,0,0,1,29,8.449315068493151,1.0,8037.628646934461,15000,black,72000
0,1,1,0,0,0,0,1,27,4.432876712328767,2.0,3521.75081922017,6000,gold,36000
1,0,0,0,0,0,1,0,37,12.01917808219178,2.0,15802.01258793967,unlimited,black,150000
0,1,1,0,1,0,1,0,35,3.676712328767124,3.0,3521.75081922017,6000,gold,36000
1,2,1,0,1,0,1,0,49,3.016438356164384,4.0,4827.252950138516,6000,gold,36000
0,0,0,0,0,0,0,0,32,13.210958904109589,1.0,6118.0007082153,8500,platinum,54000
0,0,1,0,0,0,1,0,60,23.263013698630136,2.0,8336.886324503303,15000,black,72000
0,0,1,0,0,0,1,0,46,5.454794520547946,2.0,3521.75081922017,6000,gold,36000
1,1,1,0,1,0,1,0,45,8.980821917808221,3.0,10744.083531914897,20000,black,100000
0,0,1,0,1,0,0,0,50,4.2027397260273975,1.0,3521.75081922017,6000,gold,36000
1,0,0,0,1,0,1,0,27,0.9616438356164384,2.0,4827.252950138516,6000,gold,36000
0,2,1,0,1,0,1,0,46,13.70958904109589,4.0,5063.104048582998,8500,platinum,54000
0,0,1,0,1,0,0,1,28,7.104109589041097,1.0,3521.75081922017,6000,gold,36000
1,0,0,0,1,0,1,0,32,3.1890410958904107,2.0,4827.252950138516,6000,gold,36000
1,0,1,0,1,0,1,0,30,8.435616438356165,2.0,8037.628646934461,15000,black,72000
0,0,1,0,1,0,1,0,43,5.715068493150685,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,60,,2.0,3521.75081922017,6000,gold,36000
1,3,1,0,1,0,1,0,39,9.684931506849315,5.0,10744.083531914897,20000,black,100000
0,0,0,0,1,0,0,1,60,,1.0,3521.75081922017,6000,gold,36000
1,0,0,0,1,0,1,0,60,6.36986301369863,2.0,8037.628646934461,15000,black,72000
0,1,1,0,1,0,1,0,45,1.7205479452054795,3.0,2816.7353803975325,6000,gold,36000
0,0,1,0,1,0,0,0,40,21.44383561643836,2.0,8336.886324503303,15000,black,72000
0,0,1,0,0,0,0,0,32,4.101369863013699,1.0,3521.75081922017,6000,gold,36000
0,1,0,1,0,0,1,0,30,4.846575342465753,3.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,1,0,54,18.10958904109589,2.0,21323.110512820513,unlimited,black,150000
0,0,0,0,1,0,1,0,46,2.5424657534246577,2.0,2816.7353803975325,6000,gold,36000
1,0,0,0,0,0,0,0,33,1.1095890410958904,2.0,4827.252950138516,6000,gold,36000
1,2,1,0,0,0,1,0,32,1.991780821917808,4.0,4827.252950138516,6000,gold,36000
0,1,1,0,1,0,0,0,38,10.389041095890413,2.0,3521.75081922017,6000,gold,36000
1,1,1,0,1,0,0,0,38,10.761643835616438,3.0,15802.01258793967,unlimited,black,150000
0,0,1,0,1,0,1,0,50,24.093150684931512,2.0,8336.886324503303,15000,black,72000
0,0,1,0,1,0,1,0,55,4.7315068493150685,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,1,0,51,13.2986301369863,2.0,6118.0007082153,8500,platinum,54000
1,0,1,0,1,0,1,0,54,17.39178082191781,2.0,21323.110512820513,unlimited,black,150000
1,0,0,0,0,0,1,0,52,6.454794520547946,2.0,8037.628646934461,15000,black,72000
0,0,0,0,0,0,1,0,44,0.8465753424657534,2.0,2816.7353803975325,6000,gold,36000
1,1,1,0,1,0,0,1,46,18.035616438356165,2.0,21323.110512820513,unlimited,black,150000
1,0,1,0,1,0,0,0,35,0.4246575342465753,2.0,4827.252950138516,6000,gold,36000
0,0,0,0,0,0,1,0,60,1.4328767123287671,2.0,2816.7353803975325,6000,gold,36000
0,0,0,0,1,0,0,0,63,,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,0,0,53,8.917808219178081,1.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,58,,2.0,3521.75081922017,6000,gold,36000
0,1,1,0,1,0,1,0,42,16.709589041095892,3.0,5063.104048582998,8500,platinum,54000
0,0,0,0,1,0,1,0,58,,2.0,3521.75081922017,6000,gold,36000
0,1,0,0,0,0,1,0,37,7.306849315068492,3.0,3521.75081922017,6000,gold,36000
1,3,1,0,1,0,0,0,33,3.895890410958904,5.0,4827.252950138516,6000,gold,36000
1,2,1,0,1,0,1,0,41,12.895890410958906,4.0,15802.01258793967,unlimited,black,150000
0,1,1,0,1,0,1,0,39,9.726027397260276,3.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,0,0,35,0.9342465753424658,2.0,2816.7353803975325,6000,gold,36000
0,0,1,0,1,0,1,0,43,8.882191780821918,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,56,0.3780821917808219,2.0,2816.7353803975325,6000,gold,36000
0,0,0,0,1,0,0,0,66,,1.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,54,12.194520547945206,2.0,5063.104048582998,8500,platinum,54000
0,0,0,1,0,0,0,0,50,7.5397260273972595,1.0,3521.75081922017,6000,gold,36000
0,0,0,1,0,0,1,0,30,7.372602739726028,2.0,3521.75081922017,6000,gold,36000
1,0,0,0,1,0,1,0,34,11.065753424657538,2.0,15802.01258793967,unlimited,black,150000
1,0,1,0,1,0,1,0,30,3.797260273972603,2.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,1,0,32,5.715068493150685,2.0,3521.75081922017,6000,gold,36000
1,1,0,0,1,0,1,0,27,3.2575342465753425,3.0,4827.252950138516,6000,gold,36000
1,0,1,0,1,0,1,0,45,11.865753424657536,2.0,15802.01258793967,unlimited,black,150000
0,0,0,0,1,0,0,0,56,5.635616438356164,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,50,12.46027397260274,2.0,5063.104048582998,8500,platinum,54000
0,1,1,0,1,0,0,0,45,2.7150684931506848,2.0,2816.7353803975325,6000,gold,36000
1,1,1,0,1,0,1,0,29,3.9342465753424656,3.0,4827.252950138516,6000,gold,36000
1,0,0,0,1,0,0,1,28,1.0986301369863014,1.0,4827.252950138516,6000,gold,36000
0,2,1,0,1,0,1,0,30,4.575342465753423,4.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,0,0,62,,1.0,3521.75081922017,6000,gold,36000
0,1,1,0,1,0,1,0,31,4.597260273972604,3.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,1,0,56,2.8794520547945206,2.0,4827.252950138516,6000,gold,36000
1,2,0,0,0,0,1,0,41,17.534246575342465,4.0,21323.110512820513,unlimited,black,150000
0,1,0,1,1,0,0,1,43,20.797260273972608,2.0,8336.886324503303,15000,black,72000
1,0,1,0,1,0,1,0,43,4.5178082191780815,2.0,4827.252950138516,6000,gold,36000
0,0,1,0,0,1,0,0,43,6.441095890410958,2.0,3521.75081922017,6000,gold,36000
0,0,0,1,1,0,1,0,54,9.531506849315068,2.0,3521.75081922017,6000,gold,36000
1,0,0,0,1,0,1,0,64,,2.0,4827.252950138516,6000,gold,36000
1,0,1,0,1,0,1,0,48,1.6219178082191783,2.0,4827.252950138516,6000,gold,36000
0,1,1,0,0,0,0,0,45,11.02191780821918,2.0,5063.104048582998,8500,platinum,54000
0,0,1,0,1,0,1,0,48,15.402739726027391,2.0,5063.104048582998,8500,platinum,54000
0,0,0,0,0,0,1,0,48,1.282191780821918,2.0,2816.7353803975325,6000,gold,36000
1,0,0,0,1,0,1,0,56,7.520547945205481,2.0,8037.628646934461,15000,black,72000
0,1,0,0,0,0,1,0,42,7.873972602739726,3.0,3521.75081922017,6000,gold,36000
1,2,1,0,1,0,1,0,27,6.367123287671232,4.0,8037.628646934461,15000,black,72000
0,0,0,0,1,0,1,0,58,,2.0,3521.75081922017,6000,gold,36000
1,1,1,0,0,0,0,0,35,3.504109589041096,2.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,0,1,51,0.873972602739726,1.0,2816.7353803975325,6000,gold,36000
0,0,1,0,1,0,0,0,59,21.50958904109589,1.0,8336.886324503303,15000,black,72000
0,1,0,0,1,0,1,0,38,4.756164383561643,3.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,0,0,27,0.2876712328767123,2.0,2816.7353803975325,6000,gold,36000
1,2,0,1,0,0,1,0,43,15.449315068493153,4.0,15802.01258793967,unlimited,black,150000
1,0,1,0,1,0,1,0,24,6.372602739726028,2.0,8037.628646934461,15000,black,72000
1,1,1,0,1,0,1,0,39,6.994520547945205,3.0,8037.628646934461,15000,black,72000
0,0,0,0,1,0,1,0,59,,2.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,1,0,31,5.413698630136985,2.0,8037.628646934461,15000,black,72000
0,0,0,0,1,0,1,0,60,,2.0,3521.75081922017,6000,gold,36000
0,1,1,0,1,0,0,0,44,8.967123287671232,3.0,3521.75081922017,6000,gold,36000
0,1,1,0,1,0,1,0,43,5.556164383561644,3.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,58,,2.0,3521.75081922017,6000,gold,36000
0,1,0,0,0,0,0,1,28,2.4657534246575343,2.0,2816.7353803975325,6000,gold,36000
1,0,0,0,1,0,1,0,52,13.602739726027398,2.0,15802.01258793967,unlimited,black,150000
1,0,1,0,1,0,1,0,59,9.89315068493151,2.0,10744.083531914897,20000,black,100000
0,2,1,0,1,0,1,0,39,1.4602739726027398,4.0,2816.7353803975325,6000,gold,36000
0,0,0,0,1,0,0,0,58,,1.0,3521.75081922017,6000,gold,36000
0,1,0,0,0,0,1,0,45,7.315068493150685,3.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,0,0,52,5.635616438356164,1.0,3521.75081922017,6000,gold,36000
0,2,0,1,0,0,1,0,35,10.517808219178082,4.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,1,0,30,3.797260273972603,2.0,4827.252950138516,6000,gold,36000
1,0,0,0,0,0,1,0,26,0.5205479452054794,2.0,4827.252950138516,6000,gold,36000
0,0,0,0,0,0,1,0,35,13.96986301369863,2.0,6118.0007082153,8500,platinum,54000
0,1,1,0,1,0,0,1,56,22.01643835616439,2.0,8336.886324503303,15000,black,72000
1,0,0,0,1,0,1,0,56,12.432876712328769,2.0,15802.01258793967,unlimited,black,150000
0,0,0,0,0,0,1,0,64,,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,65,,2.0,3521.75081922017,6000,gold,36000
1,0,0,0,1,0,1,0,43,4.509589041095889,2.0,4827.252950138516,6000,gold,36000
0,0,0,0,0,0,0,0,59,,1.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,57,,2.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,0,0,50,4.8054794520547945,1.0,8037.628646934461,15000,black,72000
0,2,1,0,1,0,1,0,39,5.219178082191782,4.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,26,0.2602739726027397,2.0,2816.7353803975325,6000,gold,36000
1,0,0,0,0,0,0,1,27,3.345205479452055,1.0,4827.252950138516,6000,gold,36000
1,2,1,0,0,0,0,0,45,8.46027397260274,4.0,8037.628646934461,15000,black,72000
1,0,0,1,1,0,1,0,41,0.5780821917808219,2.0,4827.252950138516,6000,gold,36000
1,2,1,0,0,0,1,0,37,0.4383561643835616,4.0,4827.252950138516,6000,gold,36000
0,0,1,0,1,0,0,1,39,8.052054794520547,1.0,3521.75081922017,6000,gold,36000
1,0,0,0,1,0,1,0,48,6.8054794520547945,2.0,8037.628646934461,15000,black,72000
0,0,0,0,1,0,1,0,60,,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,58,7.473972602739726,2.0,3521.75081922017,6000,gold,36000
0,0,0,1,0,0,0,0,56,31.2027397260274,1.0,8336.886324503303,15000,black,72000
1,2,0,0,1,0,1,0,47,25.01643835616439,4.0,38296.74249999999,unlimited,black,150000
0,0,0,0,0,0,1,0,28,1.1753424657534246,2.0,2816.7353803975325,6000,gold,36000
0,1,1,0,1,0,1,0,50,6.802739726027397,3.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,0,1,63,,1.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,63,,2.0,3521.75081922017,6000,gold,36000
0,0,0,1,0,0,1,0,60,34.12328767123287,2.0,37819.4375,unlimited,black,150000
0,2,1,0,1,0,1,0,38,6.413698630136985,4.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,1,0,46,9.473972602739726,2.0,3521.75081922017,6000,gold,36000
0,1,1,0,0,0,1,0,29,6.435616438356163,3.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,48,3.52054794520548,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,0,0,57,,1.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,0,1,26,0.8794520547945206,1.0,2816.7353803975325,6000,gold,36000
1,0,1,0,1,0,1,0,47,3.3835616438356166,2.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,0,0,49,1.7589041095890412,1.0,2816.7353803975325,6000,gold,36000
1,2,1,0,0,0,1,0,37,0.4383561643835616,4.0,4827.252950138516,6000,gold,36000
0,0,1,0,0,0,1,0,33,10.96986301369863,2.0,5063.104048582998,8500,platinum,54000
0,0,0,0,1,0,1,0,38,1.3698630136986298,2.0,2816.7353803975325,6000,gold,36000
0,1,1,0,0,0,1,0,28,6.515068493150685,3.0,3521.75081922017,6000,gold,36000
1,1,0,0,1,0,0,0,34,5.767123287671232,3.0,8037.628646934461,15000,black,72000
0,0,0,0,1,0,0,0,64,,1.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,42,12.221917808219178,2.0,5063.104048582998,8500,platinum,54000
0,0,0,0,1,0,0,0,54,,2.0,3521.75081922017,6000,gold,36000
0,2,1,0,0,1,1,0,36,8.186301369863013,4.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,39,12.515068493150684,2.0,5063.104048582998,8500,platinum,54000
0,0,0,0,1,0,1,0,65,,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,56,,2.0,3521.75081922017,6000,gold,36000
1,0,0,0,1,0,1,0,52,4.786301369863014,2.0,8037.628646934461,15000,black,72000
1,1,1,0,1,0,1,0,37,0.2986301369863013,3.0,4827.252950138516,6000,gold,36000
1,2,1,0,0,0,0,0,45,8.46027397260274,4.0,8037.628646934461,15000,black,72000
1,0,1,0,1,0,1,0,63,4.432876712328767,2.0,4827.252950138516,6000,gold,36000
0,0,0,0,0,0,1,0,38,12.9013698630137,2.0,6118.0007082153,8500,platinum,54000
0,3,1,0,0,0,1,0,39,0.6301369863013698,5.0,2816.7353803975325,6000,gold,36000
1,0,1,0,1,0,1,0,51,17.194520547945206,2.0,21323.110512820513,unlimited,black,150000
1,2,0,0,0,0,1,0,36,8.227397260273973,4.0,8037.628646934461,15000,black,72000
1,0,0,0,1,0,1,0,49,4.947945205479452,2.0,8037.628646934461,15000,black,72000
1,2,1,0,0,0,1,0,36,6.786301369863014,4.0,8037.628646934461,15000,black,72000
0,0,0,0,1,0,0,1,63,,1.0,3521.75081922017,6000,gold,36000
